i_id,商品名称,缺失字段,缺失原因,建议补充问题,优先级
N20103001-C,宝宝树收纳架主板,price,API数据中该字段为空,请补充成本价或售价,M
N20103001-C,宝宝树收纳架主板,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
N20103001-C,宝宝树收纳架主板,material,API数据中该字段为空,请补充商品材质信息,L
N20103001-C,宝宝树收纳架主板,weight,API数据中该字段为空,请补充商品重量,L
N20103001-C,宝宝树收纳架主板,color,API数据中该字段为空,请补充商品颜色信息,L
N20110901-C,三层萌狐收纳架侧板,main_image,API数据中该字段为空,请上传商品主图,M
N20110901-C,三层萌狐收纳架侧板,price,API数据中该字段为空,请补充成本价或售价,M
N20110901-C,三层萌狐收纳架侧板,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
N20110901-C,三层萌狐收纳架侧板,material,API数据中该字段为空,请补充商品材质信息,L
N20110901-C,三层萌狐收纳架侧板,weight,API数据中该字段为空,请补充商品重量,L
N20110901-C,三层萌狐收纳架侧板,color,API数据中该字段为空,请补充商品颜色信息,L
N20110902-C,四层萌狐收纳架侧板,main_image,API数据中该字段为空,请上传商品主图,M
N20110902-C,四层萌狐收纳架侧板,price,API数据中该字段为空,请补充成本价或售价,M
N20110902-C,四层萌狐收纳架侧板,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
N20110902-C,四层萌狐收纳架侧板,material,API数据中该字段为空,请补充商品材质信息,L
N20110902-C,四层萌狐收纳架侧板,weight,API数据中该字段为空,请补充商品重量,L
N20110902-C,四层萌狐收纳架侧板,color,API数据中该字段为空,请补充商品颜色信息,L
N20110903-C,三层萌兔收纳架侧板,main_image,API数据中该字段为空,请上传商品主图,M
N20110903-C,三层萌兔收纳架侧板,price,API数据中该字段为空,请补充成本价或售价,M
N20110903-C,三层萌兔收纳架侧板,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
N20110903-C,三层萌兔收纳架侧板,material,API数据中该字段为空,请补充商品材质信息,L
N20110903-C,三层萌兔收纳架侧板,weight,API数据中该字段为空,请补充商品重量,L
N20110903-C,三层萌兔收纳架侧板,color,API数据中该字段为空,请补充商品颜色信息,L
N20110904-C,四层萌兔收纳架侧板,main_image,API数据中该字段为空,请上传商品主图,M
N20110904-C,四层萌兔收纳架侧板,price,API数据中该字段为空,请补充成本价或售价,M
N20110904-C,四层萌兔收纳架侧板,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
N20110904-C,四层萌兔收纳架侧板,material,API数据中该字段为空,请补充商品材质信息,L
N20110904-C,四层萌兔收纳架侧板,weight,API数据中该字段为空,请补充商品重量,L
N20110904-C,四层萌兔收纳架侧板,color,API数据中该字段为空,请补充商品颜色信息,L
N20110905-C,四层奶牛收纳架侧板,main_image,API数据中该字段为空,请上传商品主图,M
N20110905-C,四层奶牛收纳架侧板,price,API数据中该字段为空,请补充成本价或售价,M
N20110905-C,四层奶牛收纳架侧板,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
N20110905-C,四层奶牛收纳架侧板,material,API数据中该字段为空,请补充商品材质信息,L
N20110905-C,四层奶牛收纳架侧板,weight,API数据中该字段为空,请补充商品重量,L
N20110905-C,四层奶牛收纳架侧板,color,API数据中该字段为空,请补充商品颜色信息,L
N20110906-C,北极熊收纳架侧板,main_image,API数据中该字段为空,请上传商品主图,M
N20110906-C,北极熊收纳架侧板,price,API数据中该字段为空,请补充成本价或售价,M
N20110906-C,北极熊收纳架侧板,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
N20110906-C,北极熊收纳架侧板,material,API数据中该字段为空,请补充商品材质信息,L
N20110906-C,北极熊收纳架侧板,weight,API数据中该字段为空,请补充商品重量,L
N20110906-C,北极熊收纳架侧板,color,API数据中该字段为空,请补充商品颜色信息,L
N20110907-C,三层奶牛收纳架侧板,main_image,API数据中该字段为空,请上传商品主图,M
N20110907-C,三层奶牛收纳架侧板,price,API数据中该字段为空,请补充成本价或售价,M
N20110907-C,三层奶牛收纳架侧板,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
N20110907-C,三层奶牛收纳架侧板,material,API数据中该字段为空,请补充商品材质信息,L
N20110907-C,三层奶牛收纳架侧板,weight,API数据中该字段为空,请补充商品重量,L
N20110907-C,三层奶牛收纳架侧板,color,API数据中该字段为空,请补充商品颜色信息,L
N20111301-C,三合一画板侧板,main_image,API数据中该字段为空,请上传商品主图,M
N20111301-C,三合一画板侧板,price,API数据中该字段为空,请补充成本价或售价,M
N20111301-C,三合一画板侧板,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
N20111301-C,三合一画板侧板,material,API数据中该字段为空,请补充商品材质信息,L
N20111301-C,三合一画板侧板,weight,API数据中该字段为空,请补充商品重量,L
N20111301-C,三合一画板侧板,color,API数据中该字段为空,请补充商品颜色信息,L
N20111401-C,睡睡熊滑梯侧板,main_image,API数据中该字段为空,请上传商品主图,M
N20111401-C,睡睡熊滑梯侧板,price,API数据中该字段为空,请补充成本价或售价,M
N20111401-C,睡睡熊滑梯侧板,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
N20111401-C,睡睡熊滑梯侧板,material,API数据中该字段为空,请补充商品材质信息,L
N20111401-C,睡睡熊滑梯侧板,weight,API数据中该字段为空,请补充商品重量,L
N20111401-C,睡睡熊滑梯侧板,color,API数据中该字段为空,请补充商品颜色信息,L
N20111701-C01,海星棒球杆,main_image,API数据中该字段为空,请上传商品主图,M
N20111701-C01,海星棒球杆,price,API数据中该字段为空,请补充成本价或售价,M
N20111701-C01,海星棒球杆,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
N20111701-C01,海星棒球杆,material,API数据中该字段为空,请补充商品材质信息,L
N20111701-C01,海星棒球杆,weight,API数据中该字段为空,请补充商品重量,L
N20111701-C01,海星棒球杆,color,API数据中该字段为空,请补充商品颜色信息,L
N20111701-C02,海星篮球架底座,main_image,API数据中该字段为空,请上传商品主图,M
N20111701-C02,海星篮球架底座,price,API数据中该字段为空,请补充成本价或售价,M
N20111701-C02,海星篮球架底座,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
N20111701-C02,海星篮球架底座,material,API数据中该字段为空,请补充商品材质信息,L
N20111701-C02,海星篮球架底座,weight,API数据中该字段为空,请补充商品重量,L
N20111701-C02,海星篮球架底座,color,API数据中该字段为空,请补充商品颜色信息,L
N20111702-C,3号篮球杆上杆,main_image,API数据中该字段为空,请上传商品主图,M
N20111702-C,3号篮球杆上杆,price,API数据中该字段为空,请补充成本价或售价,M
N20111702-C,3号篮球杆上杆,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
N20111702-C,3号篮球杆上杆,material,API数据中该字段为空,请补充商品材质信息,L
N20111702-C,3号篮球杆上杆,weight,API数据中该字段为空,请补充商品重量,L
N20111702-C,3号篮球杆上杆,color,API数据中该字段为空,请补充商品颜色信息,L
N20111703-C,3号篮球杆下杆,main_image,API数据中该字段为空,请上传商品主图,M
N20111703-C,3号篮球杆下杆,price,API数据中该字段为空,请补充成本价或售价,M
N20111703-C,3号篮球杆下杆,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
N20111703-C,3号篮球杆下杆,material,API数据中该字段为空,请补充商品材质信息,L
N20111703-C,3号篮球杆下杆,weight,API数据中该字段为空,请补充商品重量,L
N20111703-C,3号篮球杆下杆,color,API数据中该字段为空,请补充商品颜色信息,L
N201204-C,大火箭滑梯侧板,main_image,API数据中该字段为空,请上传商品主图,M
N201204-C,大火箭滑梯侧板,price,API数据中该字段为空,请补充成本价或售价,M
N201204-C,大火箭滑梯侧板,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
N201204-C,大火箭滑梯侧板,material,API数据中该字段为空,请补充商品材质信息,L
N201204-C,大火箭滑梯侧板,weight,API数据中该字段为空,请补充商品重量,L
N201204-C,大火箭滑梯侧板,color,API数据中该字段为空,请补充商品颜色信息,L
N201205-C01,小火箭滑梯侧板,main_image,API数据中该字段为空,请上传商品主图,M
N201205-C01,小火箭滑梯侧板,price,API数据中该字段为空,请补充成本价或售价,M
N201205-C01,小火箭滑梯侧板,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
N201205-C01,小火箭滑梯侧板,material,API数据中该字段为空,请补充商品材质信息,L
N201205-C01,小火箭滑梯侧板,weight,API数据中该字段为空,请补充商品重量,L
N201205-C01,小火箭滑梯侧板,color,API数据中该字段为空,请补充商品颜色信息,L
N201205-C02,小火箭滑梯短杆,main_image,API数据中该字段为空,请上传商品主图,M
N201205-C02,小火箭滑梯短杆,price,API数据中该字段为空,请补充成本价或售价,M
N201205-C02,小火箭滑梯短杆,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
N201205-C02,小火箭滑梯短杆,material,API数据中该字段为空,请补充商品材质信息,L
N201205-C02,小火箭滑梯短杆,weight,API数据中该字段为空,请补充商品重量,L
N201205-C02,小火箭滑梯短杆,color,API数据中该字段为空,请补充商品颜色信息,L
N20120701-C,公主鹿滑梯侧板,main_image,API数据中该字段为空,请上传商品主图,M
N20120701-C,公主鹿滑梯侧板,price,API数据中该字段为空,请补充成本价或售价,M
N20120701-C,公主鹿滑梯侧板,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
N20120701-C,公主鹿滑梯侧板,material,API数据中该字段为空,请补充商品材质信息,L
N20120701-C,公主鹿滑梯侧板,weight,API数据中该字段为空,请补充商品重量,L
N20120701-C,公主鹿滑梯侧板,color,API数据中该字段为空,请补充商品颜色信息,L
N20120702-C01,5号上扶手-A,main_image,API数据中该字段为空,请上传商品主图,M
N20120702-C01,5号上扶手-A,price,API数据中该字段为空,请补充成本价或售价,M
N20120702-C01,5号上扶手-A,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
N20120702-C01,5号上扶手-A,material,API数据中该字段为空,请补充商品材质信息,L
N20120702-C01,5号上扶手-A,weight,API数据中该字段为空,请补充商品重量,L
N20120702-C01,5号上扶手-A,color,API数据中该字段为空,请补充商品颜色信息,L
N20120702-C02,5号上扶手-B,main_image,API数据中该字段为空,请上传商品主图,M
N20120702-C02,5号上扶手-B,price,API数据中该字段为空,请补充成本价或售价,M
N20120702-C02,5号上扶手-B,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
N20120702-C02,5号上扶手-B,material,API数据中该字段为空,请补充商品材质信息,L
N20120702-C02,5号上扶手-B,weight,API数据中该字段为空,请补充商品重量,L
N20120702-C02,5号上扶手-B,color,API数据中该字段为空,请补充商品颜色信息,L
N20120703-C01,5号下扶手-A,main_image,API数据中该字段为空,请上传商品主图,M
N20120703-C01,5号下扶手-A,price,API数据中该字段为空,请补充成本价或售价,M
N20120703-C01,5号下扶手-A,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
N20120703-C01,5号下扶手-A,material,API数据中该字段为空,请补充商品材质信息,L
N20120703-C01,5号下扶手-A,weight,API数据中该字段为空,请补充商品重量,L
N20120703-C01,5号下扶手-A,color,API数据中该字段为空,请补充商品颜色信息,L
N20120703-C02,5号下扶手-B,main_image,API数据中该字段为空,请上传商品主图,M
N20120703-C02,5号下扶手-B,price,API数据中该字段为空,请补充成本价或售价,M
N20120703-C02,5号下扶手-B,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
N20120703-C02,5号下扶手-B,material,API数据中该字段为空,请补充商品材质信息,L
N20120703-C02,5号下扶手-B,weight,API数据中该字段为空,请补充商品重量,L
N20120703-C02,5号下扶手-B,color,API数据中该字段为空,请补充商品颜色信息,L
