i_id,商品名称,类目,品牌,商品状态,SKU数,主图URL,成本价(最低),成本价(最高),售价,库存总量,规格属性(首个SKU),颜色(从规格提取),重量(kg),长(cm),宽(cm),高(cm),体积,供应商,标签,关联店铺,缺失字段,缺失字段数,完整度评分,Agent可用等级,审核状态,质量警告,最后更新时间
N210201-C,折叠画板,半成品类 - 吹塑部件,,未知,1,,,,,,暮云灰,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
N210202-C,二号画板外框,半成品类 - 吹塑部件,,未知,1,,,,,,萱草黄,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
N210203-C01,2号画板底座,半成品类 - 吹塑部件,,未知,1,,,,,,玉莲白,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
N210203-C02,2号画板鹿角,半成品类 - 吹塑部件,,未知,1,,,,,,玉莲白,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
N210203-C03,二号画板内框,半成品类 - 吹塑部件,,未知,1,,,,,,玉莲白,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
N210206-C,刺猬桌面书架,半成品类 - 吹塑部件,,未知,1,,,,,,檀木褐,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
N210207-C,小狗桌面书架,半成品类 - 吹塑部件,,未知,1,,,,,,玉莲白,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
N210208-C,三号画板,半成品类 - 吹塑部件,,未知,1,,,,,,玉莲白,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
N210209-C,桌面书架小挡板,半成品类 - 吹塑部件,,未知,1,,,,,,暮云灰,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
N210210-C,桌面书柜顶盖,半成品类 - 吹塑部件,,未知,1,,,,,,暮云灰,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
N210211-C,桌面书柜中挡板,半成品类 - 吹塑部件,,未知,1,,,,,,玉莲白,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
N210212-C,桌面书柜门板,半成品类 - 吹塑部件,,未知,1,,,,,,玉莲白,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
N210213-C,桌面书柜侧板,半成品类 - 吹塑部件,,未知,1,,,,,,暮云灰,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
N210214-C,桌面书柜底板,半成品类 - 吹塑部件,,未知,1,,,,,,暮云灰,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
N210215-C,桌面书架底板,半成品类 - 吹塑部件,,未知,1,,,,,,玉莲白,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
N210216-C,收纳柜门板,半成品类 - 吹塑部件,,未知,1,,,,,,玉莲白,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
N210217-C,收纳柜封闭板,半成品类 - 吹塑部件,,未知,1,,,,,,玉莲白,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
N210303-C,粘贴式篮球架兔子篮板,半成品类 - 吹塑部件,,未知,1,,,,,,玉莲白,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
N210305-C01,大白兔升降滑梯侧板-A,半成品类 - 吹塑部件,,未知,1,,,,,,玉莲白,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
N210305-C02,大白兔升降滑梯侧板-B,半成品类 - 吹塑部件,,未知,1,,,,,,玉莲白,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
N210306-C01,猛犸象升降滑梯侧板-A,半成品类 - 吹塑部件,,未知,1,,,,,,琉璃绿,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
N210306-C02,猛犸象升降滑梯侧板-B,半成品类 - 吹塑部件,,未知,1,,,,,,琉璃绿,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
N210401-C,城堡秋千滑梯侧板,半成品类 - 吹塑部件,,未知,1,,,,,,玉莲白,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
N210402-C01,城堡侧扶手-A,半成品类 - 吹塑部件,,未知,1,,,,,,暮云灰,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
N210402-C02,城堡侧扶手-B,半成品类 - 吹塑部件,,未知,1,,,,,,暮云灰,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
N210403-C,秋千侧板,半成品类 - 吹塑部件,,未知,1,,,,,,溶月灰,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
N210404-C01,秋千大挂臂,半成品类 - 吹塑部件,,未知,1,,,,,,暮云灰,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
N210404-C02,秋千小挂臂,半成品类 - 吹塑部件,,未知,1,,,,,,暮云灰,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
N210405-C,秋千底座,半成品类 - 吹塑部件,,未知,1,,,,,,暮云灰,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
N210407-C01,秋千顶板,半成品类 - 吹塑部件,,未知,1,,,,,,玉莲白,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
N210407-C02,秋千踏板,半成品类 - 吹塑部件,,未知,1,,,,,,玉莲白,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
N210407-C03,秋千座板,半成品类 - 吹塑部件,,未知,1,,,,,,玉莲白,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
N210409-C,秋千收纳板,半成品类 - 吹塑部件,,未知,1,,,,,,暮云灰,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
N210410-C,吉普车小板,半成品类 - 吹塑部件,,未知,1,,,,,,海棠红,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
N210411-C,吉普车滑梯大板,半成品类 - 吹塑部件,,未知,1,,,,,,海棠红,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
N210412-C,公主车太空车小板,半成品类 - 吹塑部件,,未知,1,,,,,,海棠红,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
N210413-C,太空车滑梯大板,半成品类 - 吹塑部件,,未知,1,,,,,,海棠红,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
N210414-C,吹塑摇马轮,半成品类 - 吹塑部件,,未知,1,,,,,,星海蓝,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
N210416-C,长颈鹿马身,半成品类 - 吹塑部件,,未知,1,,,,,,玉莲白,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
N210501-Z,秋千螺丝,半成品类 - 注塑部件,,未知,1,,,,,,暮云灰,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
N210502-Z,秋千定位环,半成品类 - 注塑部件,,未知,1,,,,,,玉莲白,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
N210504-C,雅典娜马身,半成品类 - 吹塑部件,,未知,1,,,,,,玉莲白,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
N210505-C,鲸鱼三合一侧板,半成品类 - 吹塑部件,,未知,1,,,,,,玉莲白,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
N210508-Z01,咪咪马眼眶-右,半成品类 - 注塑部件,,未知,1,,,,,,玉莲白,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
N210508-Z02,咪咪马眼眶-左,半成品类 - 注塑部件,,未知,1,,,,,,玉莲白,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
N210509-Z01,咪咪眼睛-右,半成品类 - 注塑部件,,未知,1,,,,,,雅丹黑,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
N210509-Z02,咪咪眼睛-左,半成品类 - 注塑部件,,未知,1,,,,,,雅丹黑,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
N210601-C,围栏游戏板,半成品类 - 吹塑部件,,未知,1,,,,,,玉莲白,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
N210602-C,围栏小板,半成品类 - 吹塑部件,,未知,1,,,,,,星海蓝,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
N210603-C,围栏屋顶板,半成品类 - 吹塑部件,,未知,1,,,,,,玉莲白,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
N210604-C,围栏秋千屋顶板,半成品类 - 吹塑部件,,未知,1,,,,,,玉莲白,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
N210605-C,围栏挡板,半成品类 - 吹塑部件,,未知,1,,,,,,玉莲白,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
N210606-C,围栏平台板,半成品类 - 吹塑部件,,未知,1,,,,,,玉莲白,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
N210607-C,围栏大屋顶折叠板,半成品类 - 吹塑部件,,未知,1,,,,,,玉莲白,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
N210608-C,围栏小屋顶折叠板,半成品类 - 吹塑部件,,未知,1,,,,,,玉莲白,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
N210609-C01,围栏门框,半成品类 - 吹塑部件,,未知,1,,,,,,玉莲白,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
N210609-C02,围栏游戏板-舵盘,半成品类 - 吹塑部件,,未知,1,,,,,,玉莲白,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
N210609-C03,围栏游戏板-滑块,半成品类 - 吹塑部件,,未知,1,,,,,,星海蓝,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
N210609-C04,围栏游戏板-星星盘,半成品类 - 吹塑部件,,未知,1,,,,,,星海蓝,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
N210609-C05,围栏游戏板-圆盘,半成品类 - 吹塑部件,,未知,1,,,,,,星海蓝,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
